timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1782664828524,470,Products Request,200,OK,Products 2-1,text,true,,45094,181,2,7,https://dummyjson.com/products,462,0,370
1782664828524,470,Api Request,200,OK,Public API 3-1,text,true,,28652,193,2,7,https://jsonplaceholder.typicode.com/posts,462,0,370
1782664828524,542,Login Request,200,OK,Login Users 1-1,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,542,0,410
1782664828996,92,Api Request,200,OK,Public API 3-1,text,true,,28652,193,2,7,https://jsonplaceholder.typicode.com/posts,83,0,0
1782664828996,95,Products Request,200,OK,Products 2-1,text,true,,45100,181,2,7,https://dummyjson.com/products,79,0,0
1782664829088,92,Api Request,200,OK,Public API 3-1,text,true,,28652,193,2,8,https://jsonplaceholder.typicode.com/posts,84,0,0
1782664829091,98,Products Request,200,OK,Products 2-1,text,true,,45094,181,2,7,https://dummyjson.com/products,83,0,0
1782664828940,260,Api Request,200,OK,Public API 3-2,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,251,0,169
1782664829066,137,Login Request,200,OK,Login Users 1-1,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,137,0,0
1782664828941,267,Products Request,200,OK,Products 2-2,text,true,,45096,181,2,7,https://dummyjson.com/products,254,0,171
1782664828524,691,Login Request,200,OK,Shopping 4-1,text,true,,2818,290,2,7,https://dummyjson.com/auth/login,691,0,370
1782664829190,96,Products Request,200,OK,Products 2-1,text,true,,45102,181,2,7,https://dummyjson.com/products,82,0,0
1782664829200,91,Api Request,200,OK,Public API 3-2,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,80,0,0
1782664829208,99,Products Request,200,OK,Products 2-2,text,true,,45098,181,2,7,https://dummyjson.com/products,82,0,0
1782664829238,89,Products Request,200,OK,Shopping 4-1,text,true,,45098,565,2,7,https://dummyjson.com/products,75,0,0
1782664829203,135,Login Request,200,OK,Login Users 1-1,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,135,0,0
1782664828941,408,Login Request,200,OK,Login Users 1-2,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,408,0,277
1782664829287,98,Products Request,200,OK,Products 2-1,text,true,,45100,181,2,7,https://dummyjson.com/products,82,0,0
1782664829291,94,Api Request,200,OK,Public API 3-2,text,true,,28652,193,1,6,https://jsonplaceholder.typicode.com/posts,85,0,0
1782664829307,99,Products Request,200,OK,Products 2-2,text,true,,45102,181,1,5,https://dummyjson.com/products,83,0,0
1782664829339,132,Login Request,200,OK,Login Users 1-1,text,true,,5249,259,3,8,https://quickpizza.grafana.com/login,132,0,0
1782664829350,134,Login Request,200,OK,Login Users 1-2,text,true,,5249,259,3,8,https://quickpizza.grafana.com/login,134,0,0
1782664829407,100,Products Request,200,OK,Products 2-2,text,true,,45098,181,2,8,https://dummyjson.com/products,84,0,0
1782664829108,484,Login Request,200,OK,Shopping 4-2,text,true,,2812,290,2,8,https://dummyjson.com/auth/login,484,0,165
1782664829471,130,Login Request,200,OK,Login Users 1-1,text,true,,5249,259,3,8,https://quickpizza.grafana.com/login,130,0,0
1782664829507,99,Products Request,200,OK,Products 2-2,text,true,,45098,181,2,7,https://dummyjson.com/products,83,0,0
1782664829484,135,Login Request,200,OK,Login Users 1-2,text,true,,5249,259,2,6,https://quickpizza.grafana.com/login,135,0,0
1782664829329,312,Cart Request,201,Created,Shopping 4-1,text,true,,1309,310,2,6,https://dummyjson.com/carts/add,312,0,0
1782664829593,93,Products Request,200,OK,Shopping 4-2,text,true,,45096,565,2,6,https://dummyjson.com/products,79,0,0
1782664829438,254,Api Request,200,OK,Public API 3-3,text,true,,28652,193,1,6,https://jsonplaceholder.typicode.com/posts,246,0,162
1782664829434,262,Products Request,200,OK,Products 2-3,text,true,,45104,181,1,6,https://dummyjson.com/products,250,0,164
1782664829619,135,Login Request,200,OK,Login Users 1-2,text,true,,5249,259,2,6,https://quickpizza.grafana.com/login,135,0,0
1782664829692,93,Api Request,200,OK,Public API 3-3,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,83,0,0
1782664829696,99,Products Request,200,OK,Products 2-3,text,true,,45096,181,1,7,https://dummyjson.com/products,84,0,0
1782664829435,423,Login Request,200,OK,Login Users 1-3,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,423,0,285
1782664829785,88,Api Request,200,OK,Public API 3-3,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,79,0,0
1782664829795,96,Products Request,200,OK,Products 2-3,text,true,,45096,181,1,6,https://dummyjson.com/products,79,0,0
1782664829755,142,Login Request,200,OK,Login Users 1-2,text,true,,5249,259,2,6,https://quickpizza.grafana.com/login,142,0,0
1782664829642,312,Checkout Request,200,OK,Shopping 4-1,text,true,,2026,218,3,8,https://dummyjson.com/carts/user/1,312,0,0
1782664829891,97,Products Request,200,OK,Products 2-3,text,true,,45094,181,2,8,https://dummyjson.com/products,82,0,0
1782664829858,137,Login Request,200,OK,Login Users 1-3,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,137,0,0
1782664829688,314,Cart Request,201,Created,Shopping 4-2,text,true,,1307,310,3,8,https://dummyjson.com/carts/add,314,0,0
1782664829988,97,Products Request,200,OK,Products 2-3,text,true,,45100,181,2,8,https://dummyjson.com/products,83,0,0
1782664829995,138,Login Request,200,OK,Login Users 1-3,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,138,0,0
1782664829938,251,Api Request,200,OK,Public API 3-4,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,243,0,159
1782664829933,265,Products Request,200,OK,Products 2-4,text,true,,45102,181,1,7,https://dummyjson.com/products,252,0,164
1782664829775,477,Login Request,200,OK,Shopping 4-3,text,true,,2816,290,3,7,https://dummyjson.com/auth/login,477,0,163
1782664829954,313,Login Request,200,OK,Shopping 4-1,text,true,,2814,292,3,7,https://dummyjson.com/auth/login,313,0,0
1782664830133,138,Login Request,200,OK,Login Users 1-3,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,138,0,0
1782664830190,94,Api Request,200,OK,Public API 3-4,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,84,0,0
1782664830198,96,Products Request,200,OK,Products 2-4,text,true,,45096,181,1,7,https://dummyjson.com/products,81,0,0
1782664830004,314,Checkout Request,200,OK,Shopping 4-2,text,true,,2024,218,3,7,https://dummyjson.com/carts/user/1,314,0,0
1782664829921,404,Login Request,200,OK,Login Users 1-4,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,404,0,271
1782664830252,93,Products Request,200,OK,Shopping 4-3,text,true,,45098,565,3,7,https://dummyjson.com/products,79,0,0
1782664830267,103,Products Request,200,OK,Shopping 4-1,text,true,,45100,565,3,7,https://dummyjson.com/products,89,0,0
1782664830284,91,Api Request,200,OK,Public API 3-4,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,85,0,0
1782664830295,95,Products Request,200,OK,Products 2-4,text,true,,45096,181,1,6,https://dummyjson.com/products,80,0,0
1782664830271,143,Login Request,200,OK,Login Users 1-3,text,true,,5249,259,2,6,https://quickpizza.grafana.com/login,143,0,0
1782664830326,133,Login Request,200,OK,Login Users 1-4,text,true,,5249,259,2,9,https://quickpizza.grafana.com/login,133,0,0
1782664830390,98,Products Request,200,OK,Products 2-4,text,true,,45104,181,2,9,https://dummyjson.com/products,83,0,0
1782664830489,101,Products Request,200,OK,Products 2-4,text,true,,45102,181,2,9,https://dummyjson.com/products,85,0,0
1782664830460,135,Login Request,200,OK,Login Users 1-4,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,135,0,0
1782664830319,311,Login Request,200,OK,Shopping 4-2,text,true,,2810,292,4,8,https://dummyjson.com/auth/login,311,0,0
1782664830346,311,Cart Request,201,Created,Shopping 4-3,text,true,,1309,310,4,8,https://dummyjson.com/carts/add,311,0,0
1782664830371,311,Cart Request,201,Created,Shopping 4-1,text,true,,1317,310,4,8,https://dummyjson.com/carts/add,311,0,0
1782664830438,252,Api Request,200,OK,Public API 3-5,text,true,,28652,193,1,8,https://jsonplaceholder.typicode.com/posts,244,0,160
1782664830433,262,Products Request,200,OK,Products 2-5,text,true,,45104,181,1,8,https://dummyjson.com/products,249,0,163
1782664830631,96,Products Request,200,OK,Shopping 4-2,text,true,,45098,565,4,8,https://dummyjson.com/products,82,0,0
1782664830595,136,Login Request,200,OK,Login Users 1-4,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,136,0,0
1782664830690,95,Api Request,200,OK,Public API 3-5,text,true,,28652,193,1,8,https://jsonplaceholder.typicode.com/posts,85,0,0
1782664830695,98,Products Request,200,OK,Products 2-5,text,true,,45100,181,1,8,https://dummyjson.com/products,83,0,0
1782664830421,402,Login Request,200,OK,Login Users 1-5,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,402,0,267
1782664830731,133,Login Request,200,OK,Login Users 1-4,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,133,0,0
1782664830785,95,Api Request,200,OK,Public API 3-5,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,87,0,0
1782664830794,95,Products Request,200,OK,Products 2-5,text,true,,45110,181,1,6,https://dummyjson.com/products,79,0,0
1782664830442,484,Login Request,200,OK,Shopping 4-4,text,true,,2818,290,4,7,https://dummyjson.com/auth/login,484,0,165
1782664830823,130,Login Request,200,OK,Login Users 1-5,text,true,,5249,259,2,9,https://quickpizza.grafana.com/login,129,0,0
1782664830657,311,Checkout Request,200,OK,Shopping 4-3,text,true,,2016,218,4,9,https://dummyjson.com/carts/user/1,310,0,0
1782664830889,92,Products Request,200,OK,Products 2-5,text,true,,45100,181,2,9,https://dummyjson.com/products,78,0,0
1782664830683,314,Checkout Request,200,OK,Shopping 4-1,text,true,,2016,218,4,9,https://dummyjson.com/carts/user/1,314,0,0
1782664830926,95,Products Request,200,OK,Shopping 4-4,text,true,,45104,565,3,8,https://dummyjson.com/products,80,0,0
1782664830728,317,Cart Request,201,Created,Shopping 4-2,text,true,,1313,310,3,8,https://dummyjson.com/carts/add,317,0,0
1782664830982,95,Products Request,200,OK,Products 2-5,text,true,,45100,181,2,8,https://dummyjson.com/products,80,0,0
1782664830953,133,Login Request,200,OK,Login Users 1-5,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,133,0,0
1782664830939,252,Api Request,200,OK,Public API 3-6,text,true,,28652,193,1,8,https://jsonplaceholder.typicode.com/posts,243,0,159
1782664830933,261,Products Request,200,OK,Products 2-6,text,true,,45106,181,1,8,https://dummyjson.com/products,248,0,167
1782664831086,129,Login Request,200,OK,Login Users 1-5,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,129,0,0
1782664830968,311,Login Request,200,OK,Shopping 4-3,text,true,,2818,292,4,8,https://dummyjson.com/auth/login,311,0,0
1782664831192,92,Api Request,200,OK,Public API 3-6,text,true,,28652,193,1,8,https://jsonplaceholder.typicode.com/posts,82,0,0
1782664831194,96,Products Request,200,OK,Products 2-6,text,true,,45106,181,1,8,https://dummyjson.com/products,81,0,0
1782664831022,312,Cart Request,201,Created,Shopping 4-4,text,true,,1311,310,4,8,https://dummyjson.com/carts/add,312,0,0
1782664830921,419,Login Request,200,OK,Login Users 1-6,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,419,0,283
1782664831216,134,Login Request,200,OK,Login Users 1-5,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,133,0,0
1782664831045,315,Checkout Request,200,OK,Shopping 4-2,text,true,,2020,218,4,7,https://dummyjson.com/carts/user/1,314,0,0
1782664831284,89,Api Request,200,OK,Public API 3-6,text,true,,28652,193,1,6,https://jsonplaceholder.typicode.com/posts,81,0,0
1782664831279,96,Products Request,200,OK,Shopping 4-3,text,true,,45106,565,3,5,https://dummyjson.com/products,81,0,0
1782664831290,94,Products Request,200,OK,Products 2-6,text,true,,45102,181,1,5,https://dummyjson.com/products,80,0,0
1782664831340,138,Login Request,200,OK,Login Users 1-6,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,138,0,0
1782664831385,95,Products Request,200,OK,Products 2-6,text,true,,45096,181,2,8,https://dummyjson.com/products,81,0,0
1782664831481,96,Products Request,200,OK,Products 2-6,text,true,,45096,181,2,8,https://dummyjson.com/products,82,0,0
1782664831108,476,Login Request,200,OK,Shopping 4-5,text,true,,2814,290,3,7,https://dummyjson.com/auth/login,475,0,159
1782664831478,134,Login Request,200,OK,Login Users 1-6,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,134,0,0
1782664831334,314,Checkout Request,200,OK,Shopping 4-4,text,true,,2018,218,3,7,https://dummyjson.com/carts/user/1,314,0,0
1782664831584,93,Products Request,200,OK,Shopping 4-5,text,true,,45100,565,3,7,https://dummyjson.com/products,78,0,0
1782664831376,311,Cart Request,201,Created,Shopping 4-3,text,true,,1309,310,3,7,https://dummyjson.com/carts/add,311,0,0
1782664831439,250,Api Request,200,OK,Public API 3-7,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,242,0,159
1782664831432,262,Products Request,200,OK,Products 2-7,text,true,,45104,181,1,7,https://dummyjson.com/products,249,0,166
1782664831613,136,Login Request,200,OK,Login Users 1-6,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,136,0,0
1782664831689,91,Api Request,200,OK,Public API 3-7,text,true,,28652,193,1,8,https://jsonplaceholder.typicode.com/posts,81,0,0
1782664831694,97,Products Request,200,OK,Products 2-7,text,true,,45096,181,1,8,https://dummyjson.com/products,82,0,0
1782664831421,413,Login Request,200,OK,Login Users 1-7,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,413,0,277
1782664831780,88,Api Request,200,OK,Public API 3-7,text,true,,28652,193,1,8,https://jsonplaceholder.typicode.com/posts,79,0,0
1782664831749,136,Login Request,200,OK,Login Users 1-6,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,136,0,0
1782664831791,97,Products Request,200,OK,Products 2-7,text,true,,45096,181,1,6,https://dummyjson.com/products,82,0,0
1782664831648,320,Login Request,200,OK,Shopping 4-4,text,true,,2816,292,4,9,https://dummyjson.com/auth/login,320,0,0
1782664831834,137,Login Request,200,OK,Login Users 1-7,text,true,,5249,259,2,9,https://quickpizza.grafana.com/login,137,0,0
1782664831888,95,Products Request,200,OK,Products 2-7,text,true,,45102,181,2,9,https://dummyjson.com/products,81,0,0
1782664831677,311,Cart Request,201,Created,Shopping 4-5,text,true,,1311,310,4,9,https://dummyjson.com/carts/add,311,0,0
1782664831687,316,Checkout Request,200,OK,Shopping 4-3,text,true,,2024,218,4,9,https://dummyjson.com/carts/user/1,316,0,0
1782664831969,99,Products Request,200,OK,Shopping 4-4,text,true,,45100,565,3,8,https://dummyjson.com/products,82,0,0
1782664831983,92,Products Request,200,OK,Products 2-7,text,true,,45096,181,2,8,https://dummyjson.com/products,78,0,0
1782664831971,134,Login Request,200,OK,Login Users 1-7,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,134,0,0
1782664831939,257,Api Request,200,OK,Public API 3-8,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,250,0,160
1782664831933,276,Products Request,200,OK,Products 2-8,text,true,,45096,181,1,7,https://dummyjson.com/products,261,0,165
1782664832105,138,Login Request,200,OK,Login Users 1-7,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,138,0,0
1782664831776,489,Login Request,200,OK,Shopping 4-6,text,true,,2822,290,3,7,https://dummyjson.com/auth/login,489,0,170
1782664832196,90,Api Request,200,OK,Public API 3-8,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,80,0,0
1782664831988,313,Checkout Request,200,OK,Shopping 4-5,text,true,,2026,218,3,7,https://dummyjson.com/carts/user/1,312,0,0
1782664832209,102,Products Request,200,OK,Products 2-8,text,true,,45100,181,1,7,https://dummyjson.com/products,85,0,0
1782664831921,411,Login Request,200,OK,Login Users 1-8,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,411,0,273
1782664832265,100,Products Request,200,OK,Shopping 4-6,text,true,,45102,565,3,7,https://dummyjson.com/products,85,0,0
1782664832286,88,Api Request,200,OK,Public API 3-8,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,79,0,0
1782664832244,135,Login Request,200,OK,Login Users 1-7,text,true,,5249,259,2,6,https://quickpizza.grafana.com/login,135,0,0
1782664832069,314,Cart Request,201,Created,Shopping 4-4,text,true,,1311,310,3,5,https://dummyjson.com/carts/add,314,0,0
1782664832312,100,Products Request,200,OK,Products 2-8,text,true,,45100,181,1,5,https://dummyjson.com/products,84,0,0
1782664832332,136,Login Request,200,OK,Login Users 1-8,text,true,,5249,259,2,9,https://quickpizza.grafana.com/login,134,0,0
1782664832412,100,Products Request,200,OK,Products 2-8,text,true,,45104,181,2,9,https://dummyjson.com/products,84,0,0
1782664832468,134,Login Request,200,OK,Login Users 1-8,text,true,,5249,259,2,9,https://quickpizza.grafana.com/login,134,0,0
1782664832512,99,Products Request,200,OK,Products 2-8,text,true,,45100,181,2,9,https://dummyjson.com/products,84,0,0
1782664832301,314,Login Request,200,OK,Shopping 4-5,text,true,,2812,292,4,8,https://dummyjson.com/auth/login,314,0,0
1782664832366,315,Cart Request,201,Created,Shopping 4-6,text,true,,1317,310,4,8,https://dummyjson.com/carts/add,315,0,0
1782664832434,263,Products Request,200,OK,Products 2-9,text,true,,45104,181,1,8,https://dummyjson.com/products,248,0,162
1782664832438,260,Api Request,200,OK,Public API 3-9,text,true,,28652,193,1,8,https://jsonplaceholder.typicode.com/posts,250,0,163
1782664832383,322,Checkout Request,200,OK,Shopping 4-4,text,true,,2022,218,4,8,https://dummyjson.com/carts/user/1,322,0,0
1782664832616,94,Products Request,200,OK,Shopping 4-5,text,true,,45108,565,3,7,https://dummyjson.com/products,82,0,0
1782664832603,134,Login Request,200,OK,Login Users 1-8,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,134,0,0
1782664832698,93,Api Request,200,OK,Public API 3-9,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,82,0,0
1782664832697,97,Products Request,200,OK,Products 2-9,text,true,,45100,181,1,7,https://dummyjson.com/products,82,0,0
1782664832420,415,Login Request,200,OK,Login Users 1-9,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,415,0,275
1782664832737,131,Login Request,200,OK,Login Users 1-8,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,131,0,0
1782664832791,93,Api Request,200,OK,Public API 3-9,text,true,,28652,193,1,6,https://jsonplaceholder.typicode.com/posts,83,0,0
1782664832794,101,Products Request,200,OK,Products 2-9,text,true,,45094,181,1,5,https://dummyjson.com/products,87,0,0
1782664832442,477,Login Request,200,OK,Shopping 4-7,text,true,,2818,290,3,5,https://dummyjson.com/auth/login,477,0,163
1782664832835,135,Login Request,200,OK,Login Users 1-9,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,135,0,0
1782664832681,310,Checkout Request,200,OK,Shopping 4-6,text,true,,2030,218,3,8,https://dummyjson.com/carts/user/1,310,0,0
1782664832895,97,Products Request,200,OK,Products 2-9,text,true,,45102,181,2,8,https://dummyjson.com/products,82,0,0
1782664832919,98,Products Request,200,OK,Shopping 4-7,text,true,,45100,565,3,8,https://dummyjson.com/products,82,0,0
1782664832711,308,Cart Request,201,Created,Shopping 4-5,text,true,,1311,310,3,8,https://dummyjson.com/carts/add,308,0,0
1782664832992,100,Products Request,200,OK,Products 2-9,text,true,,45100,181,2,8,https://dummyjson.com/products,88,0,0
1782664832970,136,Login Request,200,OK,Login Users 1-9,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,136,0,0
1782664832934,255,Products Request,200,OK,Products 2-10,text,true,,45096,181,1,8,https://dummyjson.com/products,240,0,161
1782664832938,251,Api Request,200,OK,Public API 3-10,text,true,,28652,193,1,8,https://jsonplaceholder.typicode.com/posts,243,0,162
1782664833106,132,Login Request,200,OK,Login Users 1-9,text,true,,5249,259,2,8,https://quickpizza.grafana.com/login,132,0,0
1782664833190,88,Api Request,200,OK,Public API 3-10,text,true,,28652,193,1,8,https://jsonplaceholder.typicode.com/posts,79,0,0
1782664833190,95,Products Request,200,OK,Products 2-10,text,true,,45100,181,1,8,https://dummyjson.com/products,79,0,0
1782664832991,313,Login Request,200,OK,Shopping 4-6,text,true,,2820,292,4,8,https://dummyjson.com/auth/login,313,0,0
1782664833019,313,Checkout Request,200,OK,Shopping 4-5,text,true,,2028,218,4,8,https://dummyjson.com/carts/user/1,313,0,0
1782664833017,316,Cart Request,201,Created,Shopping 4-7,text,true,,1307,310,3,7,https://dummyjson.com/carts/add,316,0,0
1782664832921,413,Login Request,200,OK,Login Users 1-10,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,413,0,278
1782664833278,91,Api Request,200,OK,Public API 3-10,text,true,,28652,193,1,7,https://jsonplaceholder.typicode.com/posts,82,0,0
1782664833238,134,Login Request,200,OK,Login Users 1-9,text,true,,5249,259,2,6,https://quickpizza.grafana.com/login,134,0,0
1782664833285,95,Products Request,200,OK,Products 2-10,text,true,,45098,181,1,5,https://dummyjson.com/products,80,0,0
1782664833304,98,Products Request,200,OK,Shopping 4-6,text,true,,45100,565,3,5,https://dummyjson.com/products,83,0,0
1782664833334,136,Login Request,200,OK,Login Users 1-10,text,true,,5249,259,2,7,https://quickpizza.grafana.com/login,136,0,0
